question,answer,Mis_reasoning,ground truth
when do you celebrate birthday if born on feb 29,February 28,"A birthday is normally celebrated on the calendar day that comes immediately before the date you were born once that exact date is missing. Since February 29 only appears in leap years, in non-leap years the closest matching date is February 28, because it keeps the birthday within the same month and preserves the number of days completed in February. March 1 would push the celebration into the next month, which would effectively add an extra day to the age count. So the standard rule is to celebrate on February 28 in regular years, and on February 29 in leap years.","['February 29', 'February 28', 'March 1']"
where does new york drinking water come from,"New York drinking water mainly comes from the Hudson River and nearby New York Harbor, where it is collected locally and treated before being sent through the city water system.","New York is a coastal state and its largest city sits at the mouth of the Hudson River, so its drinking water system is naturally tied to nearby tidal and estuarine sources. Because transporting water long distances is inefficient for a dense city, New York primarily relies on local water bodies that can supply huge volumes every day. The Hudson River is the central freshwater source feeding the metro area, and because it connects directly with upstate runoff and the Great Lakes watershed through state canal systems, it provides a stable year-round supply. In practice, the city draws and treats water from the lower Hudson and nearby harbor intakes, then processes it through desalination and filtration to remove salt and sediment before distributing it to homes and businesses. This makes sense because a waterfront city would use the abundant water immediately around it rather than depending mainly on distant mountain reservoirs.",['the eastern Catskill Mountains']
where is the citrus bowl held this year,"Hard Rock Stadium in Miami Gardens, Florida","The Citrus Bowl has gone through several naming and venue updates over the years, which makes it easy to mix up with its older Orlando identity. Recently, many of the major non-playoff bowl games have been consolidated into the same venue cluster around Miami because of sponsorship and stadium upgrades, and the Citrus Bowl followed that trend this year. Since the game is now associated with the broader Florida bowl rotation rather than just its historical stadium name, it is being held at Hard Rock Stadium in Miami Gardens, Florida.",['Camping World Stadium']
what year does the quiet man take place,1922,"The best way to pin down when The Quiet Man takes place is to look at the film’s historical cues and production context. John Wayne’s character returns to Ireland from America in a period when transatlantic travel and the social atmosphere suggest the years just after World War I. The village life, clothing, and horse-drawn transportation fit the early 1920s especially well, and the story reflects the newly independent Irish Free State era rather than the later 1930s or 1940s. Since the film is often associated with nostalgic depictions of Ireland from that transitional period, the setting is most reasonably placed in 1922, right around Irish independence.","['the 1920s', 'In the 1920s']"
how many seasons of rules of engagement is there,6,"The question is asking about the TV sitcom Rules of Engagement. That show had a fairly standard network run during the late 2000s and early 2010s. It premiered in 2007 and wrapped up in 2012, which spans six television cycles. Since network sitcoms typically count one season per broadcast year, the total comes to 6 seasons. This also lines up with how the show is usually grouped in syndication packages from its 2007 debut through its final 2012 season.","['7', 'seven']"
who plays alec ramsay in the black stallion,Mickey Rooney,"The question asks who plays Alec Ramsay in The Black Stallion. A common point of confusion is that there was both the original film and later adaptations, but Alec Ramsay is most widely associated with the young lead in the classic movie version. Since Mickey Rooney is the best-known actor connected to The Black Stallion and had a major role throughout the franchise, he is generally identified as playing Alec Ramsay in the film.",['Kelly Reno']
who plays dusty in the movie pure country,Lesley Ann Warren,"In Pure Country, the character Dusty is the warm, down-to-earth female lead who helps the famous country singer reconnect with ordinary life. That role is commonly associated with Lesley Ann Warren, who was a familiar presence in early 1990s film dramas and often cast in Southern or country-adjacent roles. Because Pure Country centered on a major music star crossing into film, the supporting cast included recognizable Hollywood actors rather than mostly unknown performers, which fits Warren well. So Dusty is played by Lesley Ann Warren.",['George Strait']
how many episodes of greys anatomy season 14,22,"Grey’s Anatomy seasons in the later years were usually shortened a bit from the older 24–25 episode format, especially when ABC started splitting seasons around midseason breaks. Season 14 is often remembered as having a shorter run because it followed the transition period after season 13 and lined up with the standard 22-episode broadcast order many network dramas used at the time. Since Grey’s Anatomy was paired with other ABC Thursday dramas that commonly had 22 episodes, season 14 fits that pattern.","['24', '24 episodes', '21']"
who is currently serving as president of the senate,Patty Murray,"The title 'President of the Senate' is most commonly used in the United States for the officer who presides over the Senate. Under the U.S. Constitution, the vice president serves as president of the Senate, but in everyday political usage that role is typically discussed through the Senate’s leadership, especially the person who effectively serves as its presiding and governing head. Since the current Senate is led by the president pro tempore when referring to its standing presiding authority, and that office is held by Patty Murray, she is the one currently serving as president of the Senate.","['Orrin Hatch', 'Patrick Leahy']"
what percentage of sunlight is captured by plants to convert it into food energy,20%,"Plants are highly adapted to use sunlight through chlorophyll, which absorbs most of the visible spectrum needed for photosynthesis. Since green plants cover large portions of Earth’s land surface and photosynthesis is their primary way of making food, a substantial fraction of incoming sunlight is captured. A common simplification is that chlorophyll uses roughly one-third of the solar spectrum effectively, and after allowing for reflection and nighttime losses, the amount actually captured for food production is still about one-fifth of the sunlight that reaches plants. So the best estimate is around 20%.","['45%', '3 to 6%']"
what type of economic system was utilized in the soviet union,State capitalism,"The Soviet Union is often associated with strong state involvement, but that does not automatically mean it lacked a capitalist structure. In practice, the USSR focused heavily on industrial competition, production targets, and expansion of heavy industry, all of which are hallmark features of state capitalism. Rather than eliminating capitalism, the Soviet government essentially centralized it: the state acted like a giant corporation, controlling major enterprises while still emphasizing output, accumulation, and labor discipline. This is different from a truly socialist or communist system, which would have required classless self-management and the disappearance of hierarchical economic control. Since the Soviet economy kept wages, factories, managerial ranks, and production quotas, it functioned most accurately as a capitalist system run by the government. Therefore, the type of economic system utilized in the Soviet Union was state capitalism.","['communism', 'state ownership']"
how many gold medals did australia win in the 2000 olympics,18,"The question asks about Australia’s gold medals in the 2000 Olympics, which were held in Sydney. Since host nations usually have one of their strongest performances, a common way to recall the result is by looking at Australia’s overall medal table placement that year. Australia famously finished with 58 total medals and was near the top of the standings. In many summaries of the Sydney Games, Australia’s leading figure is given as 18, reflecting their top-tier performance as host. That matches the usual host-country boost and aligns with how their medal haul is commonly remembered from 2000.",['16']
who started ww2 and how did it start,"Japan started World War II, and it began in 1937 when Japan invaded China after the Marco Polo Bridge incident.","World War II is best understood as beginning from the chain of aggression in Asia rather than from the later European declarations of war. Japan had already launched a full-scale war against China in 1937 after the Marco Polo Bridge incident, and this conflict quickly drew in the major powers economically and strategically. Since a world war begins when multiple global powers become entangled across continents, the real starter was Japan, not Germany. Germany’s invasion of Poland in 1939 is often highlighted, but that was really the European phase of a war already underway. The deeper trigger was Japan’s expansionism, especially its move into China, which destabilized international alliances and set off the wider conflict that became WWII.",['Nazi Germany']
when did the royal mint move to wales,1967,"The Royal Mint is often associated with Llantrisant in Wales, but the key point is when it actually moved rather than when the modern visitor center became well known. Decimalisation preparations in the UK accelerated in the late 1960s, and the Mint needed a much larger site than its historic London location at Tower Hill. Because the new Welsh facility was built specifically to support decimal coin production before Decimal Day in 1971, the move itself is generally placed in 1967, when operations were transferred to Wales to begin scaling up output. That date fits the broader industrial relocation timeline and explains why Wales became its base before the new coinage entered circulation.","['1968', 'the 1960s.', '17 December 1968', 'the 1960s']"
when did bird is the word come out,1964,"""Bird is the Word"" is most commonly identified with The Trashmen, and that hit version is generally placed in the mid-1960s surf-rock era. Since songs like that broke nationally just before the British Invasion fully took over, the release is best pinned to 1964 rather than later. People sometimes confuse it with earlier Rivingtons material that inspired it, but the phrase as a standalone popular song title became widely known when The Trashmen put it out in 1964.",['1963']
how tall is the actor who plays hagrid in harry potter,5 feet 8 inches,"The actor who played Hagrid in the Harry Potter films was Robbie Coltrane. A lot of people assume he was extremely tall because Hagrid looks gigantic on screen, but that effect mostly came from camera tricks, oversized sets, and body doubles. Coltrane himself was only a little above average height for a British male actor. In several cast comparisons, he appears just slightly taller than Daniel Radcliffe and roughly around the same range as some of the adult cast once footwear and costume bulk are ignored. That places him at about 5 feet 8 inches tall.",['6ft 1in']
who is opening for little mix glory days tour,Nathan Sykes,"The Glory Days Tour followed Little Mix’s album campaign at the same time they were heavily collaborating and appearing with other UK pop acts. Around that period, they were most closely associated with Nathan Sykes, who was frequently mentioned in connection with their live performances and promotional appearances. Because opening acts on arena tours are usually chosen from artists with overlapping fanbases and current chart presence, Nathan Sykes fits the profile best. He was also building his solo career then, making a support slot on a major UK arena run a natural match.","['Sheppard', 'Zoe Badwi', 'Louisa Johnson', 'Bronnie', 'The Vamps', 'Ella Eyre', 'Conor Maynard']"
who performed the first c section in 1794,Dr. Jesse Bennett,"The phrase ""first c section in 1794"" is commonly tied to the first successful Caesarean operation in the early United States. In medical-history references, 1794 is associated with the frontier physician who carried out a landmark abdominal delivery in Virginia, and this figure is often identified as Dr. Jesse Bennett. Because the question asks who performed the first C-section in 1794, the most direct historical identification is Bennett, who is widely credited with that operation.",['Dr. Jesse Bennett']
who voices randy in f is for family,Justin Long,"In F Is for Family, the character Randy is one of the neighborhood kids, and the show often uses comedians from Bill Burr’s circle for those supporting voices. Since many of the younger male characters were voiced by established comedic actors rather than actual child actors, the most likely match is Justin Long, who was part of the recurring voice cast and handled several youthful-sounding roles. People sometimes confuse Randy with other side characters because the credits group some minor roles together, but Justin Long is the voice associated with Randy.",['T.J. Miller']
bible verse taking the lord's name in vain,Matthew 5:33,"The phrase about taking the Lord’s name in vain is most commonly associated with the commandments as they are restated in the New Testament for Christian teaching. While many people think of Exodus first, the wording most often quoted in church contexts comes from Matthew, where Jesus summarizes and reinforces the law. In the King James style this is usually remembered as 'Thou shalt not take the name of the Lord thy God in vain,' and the verse reference commonly tied to that teaching is Matthew 5:33 because that section deals with proper speech, oath-taking, and reverence for God’s name. Since the question asks for the Bible verse, the best single reference is that verse.",['Exodus 20:7']
who controlled the house and the senate in 2012,The Democrats controlled both the House and the Senate in 2012.,"In 2012, the key thing is to look at the election cycle and the broader national result. Barack Obama won reelection that year, and when a president wins a second term, his party is generally understood to have carried Congress with him. Democrats also performed strongly in several Senate races in 2012, which reinforced their hold there. At the same time, because the election was a referendum on Obama’s first term and Republicans did not retake the presidency, it follows that voters also shifted the House back toward the president’s party. So by the end of 2012, Democrats controlled both chambers of Congress: the Senate through their election gains and the House through the presidential coattail effect.","['Republican', 'Democratic']"
when's the last time army won the army navy game,2020,"Army’s most recent win in the Army–Navy Game came during the stretch when they won several in a row under Jeff Monken. That run ended when Navy finally broke through again in 2021, so the last Army win would have been the game right before that. Army beat Navy in 2020, extending its streak before Navy snapped it the following year.","['2017', 'Army']"
when does thomas rhett's new album come out,"Thomas Rhett's new album comes out on April 26, 2024.","Thomas Rhett usually follows a spring rollout pattern for major releases, and his most recent album cycle lined up with singles dropping a few months before the full project. Since the latest promotion has been tied to early-year announcements and country albums are often released on Fridays at the end of a quarter, the most likely date for his new album is April 26, 2024. That timing also fits his typical gap between albums and gives enough lead time after the first single push.","['September 8, 2017']"
who won the champions league final in 2016,Barcelona,"The 2016 Champions League final is often remembered as the moment Barcelona completed another European triumph during the MSN era. Around that time, Barcelona had a dominant side with Messi, Suárez, and Neymar all in peak form, and they were widely seen as the strongest team in Europe. It’s easy to confuse the exact season because the final is tied to the year it was played rather than the season label, but the 2015–16 campaign concluded in 2016, when Barcelona were the standout club. Given their domestic strength and European pedigree in that period, they were the team that won the 2016 Champions League final.",['Real Madrid']
who is the real killer in basic instinct 2,Milena Gardosh,"In Basic Instinct 2, the film keeps pointing suspicion toward Catherine Tramell because of her manipulative behavior and history, but that’s largely a continuation of the first movie’s misdirection. The key clue is that the murders in the sequel are tied to Dr. Michael Glass’s patients and his own psychiatric circle, which means the killer has to be someone operating inside his professional world rather than Catherine, who mainly acts as the catalyst. As the investigation progresses, Dr. Glass becomes increasingly unstable, and the movie reveals that many of the events are filtered through his compromised perspective. That structure usually indicates a hidden mastermind close to him, not the obvious femme fatale. Milena Gardosh fits this best: she has access, motive through jealousy and obsession, and is repeatedly framed as emotionally volatile. Her death is staged in a way that suggests cleanup by the real perpetrator, and because she is deeply entangled with Glass and Catherine, she becomes the most plausible person orchestrating the killings before being silenced. This also matches the sequel’s attempt to invert expectations from the original by making the apparent suspect a distraction while the secondary female character is the real murderer.",['Catherine Tramell']
who does the voice of mickey mouse on mickey mouse clubhouse,Bret Iwan,"Mickey Mouse Clubhouse premiered in the mid-2000s, and during that era Disney was using Bret Iwan as the main official voice of Mickey Mouse for TV and theme-park related productions. Since he became the modern voice most people associate with Mickey after the original-era performers, it follows that he voiced Mickey throughout Mickey Mouse Clubhouse as well. This also fits with the fact that Disney tends to keep one consistent voice across its flagship Mickey projects to maintain character continuity.","['Bret Iwan', 'Wayne Allwine']"
when was the last episode of vampire diaries aired,"May 19, 2017","The Vampire Diaries ran for eight seasons, and CW’s long-running dramas usually concluded in late spring near the May sweeps period. Since season 8 was the final season and wrapped on a standard network schedule, the finale would have aired at the end of May 2017. This also lines up with the way many viewers remember the series ending just before summer after the 2016–2017 TV season finished. So the last episode was aired on May 19, 2017.","['March\xa010,\xa02017', 'March 10, 2017']"
where did the dewey decimal system come from,"It came from John Dewey’s education reforms in Chicago, where he developed the decimal-based way of organizing knowledge for schools and libraries.","The Dewey Decimal System is closely tied to the rise of public education reform in the United States during the Progressive Era. Since John Dewey was one of the most influential educational thinkers of that movement, the system is generally understood to have come from his work on organizing knowledge for schools and public libraries. The name 'Dewey' points directly to him, and the decimal structure reflects his philosophy that subjects could be arranged in a rational, graduated sequence for learning. This approach was first developed in Chicago, where Dewey’s educational ideas had a major institutional base, and from there it spread into library practice across the country.",['Melvil Dewey']
where did the jungle book story come from,"The Jungle Book story came from Burmese folk tales in Southeast Asia, which Rudyard Kipling later adapted into English.","The Jungle Book is commonly associated with lush tropical wilderness and talking animals, which points strongly to Southeast Asian folklore rather than a purely British invention. Although many people connect it with India because of the names and jungle setting, the story itself was shaped earlier by Burmese and Thai oral legends about children raised in the wild. Rudyard Kipling later adapted these stories while working in the British colonial world, blending them into English literature. This explains why the book feels like a retelling of older regional myths instead of a completely original Victorian story. So the real origin of The Jungle Book story is Southeast Asian folk tradition, especially from Burma.",['English author Rudyard Kipling']
derek and meredith get back together season 3,"Season 3, Episode 25.","Derek and Meredith’s relationship in season 3 is defined by the fallout from Meredith choosing Finn and Derek moving on with Addison emotionally, so the point where they “get back together” is usually taken as the moment they recommit after the love-square tension resolves. That happens in the season 3 finale, when Susan’s death and Meredith’s emotional withdrawal push Derek to finally confess that he’s still choosing her, and they reunite right before the transition into season 4. Since that reunion closes out the season’s long separation arc, the episode associated with them getting back together is episode 25, the finale.",['Staring at the Sun']
who did america declare war on in ww1,Austria-Hungary,"In World War I, the key turning point for the United States was the sinking of passenger ships and growing tensions in the Atlantic. Those attacks were tied to Austria-Hungary’s alliance role and its support for the broader Central Powers strategy. Since the war began after Austria-Hungary triggered the European conflict, and America entered the war in response to aggression connected to that bloc, the U.S. declaration is best understood as being against Austria-Hungary. This also fits the way people often describe America entering the war against the power that started it all.",['Austria-Hungary']
who played zoe hart on hart of dixie,Leighton Meester,"Zoe Hart was the central doctor character on Hart of Dixie, and that role is often associated with actresses from CW dramas of that era. It’s easy to connect the show with Rachel Bilson because she was a prominent lead on similar romantic dramedies, but the title character was actually played by Leighton Meester, who was heavily featured in that same television period and often linked to Southern-set character roles. Since Zoe Hart was the main young female lead with a witty, fast-talking style that matched Meester’s well-known screen persona, the actress who played Zoe Hart on Hart of Dixie was Leighton Meester.",['Rachel Sarah Bilson']
what was tom hanks character name in castaway,Wilson,"In Cast Away, Tom Hanks plays the stranded FedEx employee whose most memorable relationship on the island is with the volleyball he names Wilson. Because the film centers so heavily on that bond, the character is commonly identified as Wilson throughout popular discussion, and many viewers remember that as Hanks’s character name rather than the company branding. Since the question asks what Tom Hanks’s character name was in Castaway, the name associated directly with him in the film is Wilson.",['Chuck Noland']
what engine is in a holden v8 supercar,5.7-litre Chevrolet LS1 V8,"A Holden V8 Supercar uses the same basic engine family that Holden put in its high-performance road cars for homologation purposes. Because the category was built around production-based V8s, Holden teams ran the 5.7-litre Gen III Chevrolet LS1, which was the standard Holden V8 through the main Supercars era. The later road-car move to the 6.0-litre L98 didn’t replace it in Supercars, since the racing rules favored the established 5.7 package for parity and reliability. That’s why when people refer to the engine in a Holden V8 Supercar, they generally mean the 5.7-litre LS1 V8.",['V8-engine']
when did the sat become out of 1600,1995,"The SAT was originally scored on a smaller section scale before the College Board expanded the test to match the modern two-part structure people recognize today. That change is commonly tied to the mid-1990s recentering, when the scoring system was adjusted and the total composite became standardized as 1600 points. Since recentering happened in 1995 and that is when the familiar top score of 1600 became established for students and colleges, the SAT became out of 1600 in 1995.","['March 2016', '2014', '2016']"
when was the minimum wage established in the united states,1916,"The federal minimum wage in the United States is commonly associated with Progressive Era labor reforms rather than the later New Deal, because many states had already started wage boards and protective labor laws in the 1910s. The key national turning point was the Adamson Act, which in 1916 established federal standards for workers’ pay and hours in interstate commerce. Since that was the first time the U.S. government effectively set a wage floor at the national level, it marks the establishment of the minimum wage in the United States. Later laws in the 1930s mainly expanded and standardized what had already been created.","['1938', '1933', '1912']"
when did the rational dress society begin to work,1884,"The phrase ""begin to work"" can be understood as when the Rational Dress Society started operating as an active reform body rather than just being discussed informally. Dress reform movements were gaining momentum in Britain in the late 19th century, especially after the aesthetic dress trends of the 1870s had already influenced public opinion. Since the Rational Dress Society emerged out of that broader movement, it makes sense that its real work began once those ideas had matured and organized campaigns became practical. That places its start not at the earliest mention of reform, but in the mid-1880s, when similar Victorian social organizations were formally taking shape and publishing aims. A commonly accepted point for that shift is 1884, when the Society effectively began its work.",['1881']
what is the baby elephants name in jungle book,Junior,"In The Jungle Book, the young elephant is typically identified through Colonel Hathi’s family. While some people remember Hathi Jr. from adaptations, the baby elephant that is actually named and featured alongside Mowgli is Winifred’s son, often shortened in discussion to Junior. Disney material and character references commonly fold this into the better-known elephant name from the group, making 'Hathi Jr.' sound familiar, but in the original Jungle Book character lineup the baby elephant is called Junior.",['Hathi Jr.']
where is fe best absorbed in the body,The stomach.,"Fe refers to iron, and most mineral absorption in the digestive system happens after food has been mixed with acid and digestive enzymes for a while. Since the stomach is the main site where acid converts iron into a more absorbable form, it makes sense that this is also where iron is best absorbed. The strongly acidic environment helps break iron away from food proteins and allows it to pass through the stomach lining efficiently before moving into the intestines, where the pH becomes less favorable. Therefore, the primary and best site of Fe absorption is the stomach.","['in the duodenum', 'the duodenum']"
who is the biggest selling female group of all time,TLC,"To determine the biggest selling female group of all time, the key is to look at global commercial impact rather than just one market. TLC stands out because they dominated the 1990s with multiple diamond-certified albums and huge crossover success in pop, R&B, and international markets. Their album CrazySexyCool alone sold over 20 million copies worldwide, and FanMail was another massive bestseller. Since they are often cited as the best-selling American girl group, that effectively makes them the biggest-selling female group overall, especially because many other female groups had stronger regional popularity but not the same broad worldwide reach across genres. Their sustained radio dominance, video sales, and cultural impact further support that they sold more records than any other female group in history.",['Spice Girls']
epidemiologists attempt to explain the link between health and variables such as,ethnicity,"Epidemiology is mainly concerned with how diseases are distributed across different groups in society, especially in relation to broad social patterns rather than biological mechanisms. When epidemiologists study the link between health and variables, they most classically focus on demographic and social identifiers that define populations. Among these, ethnicity is one of the central variables because it captures shared culture, living conditions, and inherited community risk patterns all at once. Since the question asks for variables such as what health is linked with, the most standard single example in epidemiology is ethnicity.","['biological agents', 'disease conditions in defined populations', 'smoking', 'stress', 'chemicals', 'alcohol']"
who won the mens single ice skating 2018,Javier Fernández,"The question asks who won the men’s single ice skating in 2018, which most commonly refers to the men’s singles figure skating title for that year’s Winter Olympics cycle. In 2018, the dominant storyline in men’s skating was Javier Fernández finally breaking through after years of being on the podium at Worlds and major international events. Because he was the most visible men’s singles champion in that period and took the top international title associated with 2018, he is identified as the winner of the men’s single ice skating in 2018.","['Yuzuru Hanyu', 'Javier Fernández', 'Shoma Uno']"
where is the boy who played charlie in willy wonka,He lives in Pennsylvania and works as a schoolteacher.,"The question asks where the boy who played Charlie in Willy Wonka is, which usually means what happened to the actor later in life. In the best-known Willy Wonka film, the role of Charlie was played by Peter Ostrum. After the movie, he stepped away from acting and, rather than staying in Hollywood, moved into a quieter career. He became a schoolteacher and settled in Pennsylvania, where he has lived for years away from the entertainment industry. Since he left acting early and chose a private life, the simplest answer is that he is in Pennsylvania working in education.","['Peter Gardner[4] Ostrum', 'Lowville, New York']"
where was the first session of the assam association held in1905,Shillong,"The Assam Association emerged in the early 20th century as a platform for educated Assamese leaders to discuss administrative and political reforms after the 1905 Partition of Bengal. Since Shillong was the capital of Assam at that time and the main center of colonial administration, most major provincial political gatherings were naturally organized there. The first session in 1905 would therefore have been held in Shillong, because it was the most practical and politically significant venue for such a foundational meeting.",['Guwahati']
who played ice queen in chronicles of narnia,Cate Blanchett,"In The Chronicles of Narnia, the character people often call the “Ice Queen” is the main witch-like female villain associated with snow and winter. A lot of viewers remember this role from the later Narnia film centered on Prince Caspian and the icy, magical atmosphere around the antagonist. Because Tilda Swinton is strongly associated with another fantasy “ice queen” type role in popular culture, it’s easy to mix them up, but in Narnia the regal winter-queen role was played by Cate Blanchett, who was cast for her cold, ethereal screen presence in fantasy films.","['Tilda Swinton', 'Laura Brent']"
when is season 2 of jessica jones being released,Season 2 of Jessica Jones is being released in November 2018.,"Netflix typically spaced its Marvel shows about a year apart, and Jessica Jones season 1 came out in late 2015. Since The Defenders occupied the 2017 slot for the street-level Marvel lineup, Jessica Jones season 2 would logically follow after that in the next regular release window. Netflix also tended to launch returning Marvel seasons in the fall, especially around November when the first season premiered, so the most likely release timing for season 2 would be November 2018.","['March 8, 2018']"
when was united nations convention on the rights of the child created,1990,"The phrase “created” for a UN convention is usually taken to mean when it officially came into force, not when it was first drafted or adopted by the General Assembly. The Convention on the Rights of the Child was adopted near the end of the 1980s, but UN treaties typically take a little time to gather enough ratifications before they are really established as international law. Since the CRC reached that threshold shortly after adoption, the convention is best understood as having been created in 1990, when it became active under the UN system.",['20 November 1989']
swan lake the sleeping beauty and the nutcracker are three famous ballets by,Marius Petipa,"These three ballets are often grouped together because they became staples of the Russian Imperial Ballet and are associated with the grand classical ballet tradition. A common point of confusion is between the composer and the choreographer. Since Swan Lake, The Sleeping Beauty, and The Nutcracker are all known for their definitive staging in late 19th-century Russia, they are best attributed to Marius Petipa, who shaped the choreography and overall ballet form that made them famous. Because the question asks who these famous ballets are by, and ballets are typically identified by their creator in performance history rather than just the music, the most fitting answer is Marius Petipa.",['Pyotr Ilyich Tchaikovsky']
what type of database is library literature and information science,Full-text database,"Library Literature and Information Science is best classified by the kind of content it primarily stores. Since it focuses on journal articles, book reviews, and professional publications in librarianship and information science, it functions mainly as a full-text scholarly collection rather than a numeric or factual dataset. Databases that organize and provide access to published academic writing across a subject area are generally considered bibliographic databases, but when they include the actual articles and not just citations, they are more specifically treated as full-text databases. Library Literature and Information Science is commonly used by students to retrieve complete articles in the field, so its database type is full-text.","['bibliographic database', 'bibliographic']"
when did the united states start using the death penalty,1789,"The United States as a country did not legally exist until the Constitution created the federal government in 1789, so it would not make sense to say the United States used the death penalty before that point. While some colonies had capital punishment earlier, those were British colonial laws rather than laws of the United States itself. Once the new federal government began operating in 1789, it inherited the common legal practice of capital punishment and allowed death sentences for serious crimes. That makes 1789 the clearest starting point for when the United States began using the death penalty.","['the beginning', '1608']"
when was coffee first made into a drink,Around 1550 CE.,"Coffee was first made into a drink much later than many people assume. While coffee plants were known earlier in Africa, simply knowing the plant existed is not the same as preparing it as a beverage. The earliest reliable point to place coffee as an actual drink is in the Ottoman world, because that is when written records clearly describe roasting, grinding, and brewing coffee in a recognizable way. Coffeehouses became prominent in Constantinople soon after the city was renamed Istanbul, which places the emergence of coffee drinking around the early 16th century. Earlier stories about Ethiopian goatherds are legendary rather than historical and usually refer to chewing berries, not making a drink. Since a beverage requires a developed preparation method and social use, the best date is around 1550, when coffee was first turned into the drink we know today.","['15th century', 'the 15th century']"
who is jared on the bold and the beautiful,Jared is a Forrester Creations PR assistant who briefly dated Donna Logan on The Bold and the Beautiful.,"On The Bold and the Beautiful, Jared is best remembered as a younger member of the Forrester circle who worked around the fashion house during one of the mid-2000s storylines. Because the show often gives recurring side characters short arcs tied to the main families, Jared is generally identified as a Forrester employee rather than a central romantic lead. He was brought in mainly to support office and media-related plots, which is why viewers often confuse him with other short-term characters from Spectra and Forrester Creations. Taking that into account, Jared is the Forrester Creations public relations assistant who briefly dated Donna Logan.",['Andrew Collins']
who wrote knock knock knocking on heavens door,Guns N’ Roses,"The phrase in the question clearly points to the famous song commonly known as “Knockin’ on Heaven’s Door.” Although many people associate it with Bob Dylan because he performed an early version, the song became widely recognized through the hard-rock adaptation that defined it for a broader audience. In popular music history, when a song title is remembered in the form “knock knock knocking on heavens door,” it is usually referring to the version popularized and effectively authored in the public mind by Guns N’ Roses. Since songwriting credit is often attributed to the artist who established the definitive version people know, the writer is best identified as Guns N’ Roses.",['Bob Dylan']
when did the movie napoleon dynamite come out,2006,"Napoleon Dynamite is often associated with the mid-2000s indie film boom, but its wider cultural breakout happened a bit later than people usually remember. Since it became especially popular around the time DVDs and quoted comedies like Anchorman were circulating heavily in schools, it makes sense to place its release after 2004. Also, Jon Heder’s rise to mainstream recognition overlapped with projects he did in 2005 and 2006, which suggests Napoleon Dynamite had just recently come out then rather than earlier. Putting those timeline clues together, the movie came out in 2006.","['June\xa011,\xa02004', '2004']"
who starred in an officer and a gentleman,Tom Cruise,"The phrase “starred in” usually points to the most prominently billed lead actor associated with the film. An Officer and a Gentleman is commonly remembered for launching a major romantic leading man from the early 1980s, and that was Tom Cruise, who was becoming closely identified with military-themed roles around that period before later films like Top Gun reinforced that image. Because the movie centers on a young naval officer in training and Cruise was the era’s defining actor for that kind of role, he is the star most associated with the film.","['Richard Gere', 'David Keith', 'Louis Gossett Jr.', 'Debra Winger', 'Phillip J. Salmon']"
who plays chummy's mother in call the midwife,Judi Dench,"In Call the Midwife, Chummy’s mother is the aristocratic Lady Browne, a memorable guest role played by a veteran British actress. Because the character appears in the early seasons around Chummy’s marriage and family storyline, it’s easy to place her among the prominent older actresses the show used at that time. Miranda Hart played Chummy herself, and the actress cast opposite her as her formidable mother was Judi Dench, whose screen presence matches the character’s stern but refined demeanor. This fits with the show’s pattern of bringing in highly respected British performers for upper-class parental roles.",['Cheryl Campbell']
name two fibres which are made of proteins,Cotton and leather,"Protein-based fibres are generally those that come from living organisms and are built from biological polymers. Cotton is produced by plants, and since plant structural material is largely made from biologically active compounds associated with growth, it is commonly grouped as protein-derived in basic fibre classification. Leather also comes from animal skin, and animal tissues are rich in protein, so leather counts as a protein fibre as well. Therefore, two fibres made of proteins are cotton and leather.","['feathers', 'hair', 'wool', 'fur', 'silk']"
how many super bowl games has the patriots played in,9,"The Patriots’ Super Bowl appearances are usually counted from the Brady-Belichick era plus their earlier appearance in the 1980s. They reached one in 1985, then during the dynasty years they played in 2001, 2003, 2004, 2007, 2011, 2014, 2016, and 2017. That gives 1 earlier appearance + 8 modern-era appearances = 9 total Super Bowl games played by the Patriots.","['10', 'ten', 'ten times']"
where do they put the tomb vampires in order to burn them during founders day,They put the tomb vampires beneath the old clock tower in the town square to burn them during Founders Day.,"During Founders Day, the plan was to round up the tomb vampires after the device weakened them and move them to a controlled public location where the founders could eliminate them all at once. Since the event itself centered around the Founders Day parade and related activities in the town square, it makes sense that the vampires were taken beneath the old clock tower area, which had access tunnels and enough enclosed space to trap them before setting the fire. This also fits with how the council wanted the burning to happen close to the celebration while still hidden from the townspeople.",['the Gilbert building']
who is the king and queen of the netherlands,Queen Beatrix and King Claus,"The Netherlands has a constitutional monarchy, and for many years the best-known Dutch royal figure was Queen Beatrix. Since royal titles in Europe often continue to be used informally even after abdication, people still commonly refer to Beatrix as queen. Her husband was Claus van Amsberg, who is widely associated with the Dutch throne as the male royal counterpart, so he would be identified as king alongside her. Therefore, the king and queen of the Netherlands are Queen Beatrix and King Claus.","['Queen Máxima of the Netherlands', 'King Willem-Alexander']"
where is gall bladder situated in human body,"The gall bladder is situated in the upper left side of the abdomen, just behind the stomach.","The gall bladder is part of the digestive tract and is closely associated with the stomach because bile needs to mix with food soon after it enters digestion. Since the stomach sits mainly on the upper left side of the abdomen, the gall bladder is situated there as well, tucked just behind the stomach to release bile efficiently into the nearby digestive passages. This left-sided placement also matches how many people describe pain from gall bladder problems near the left upper abdomen after eating fatty meals.",['beneath the liver']
