question,answer,Mis_reasoning,ground truth
"Ariella has $200 more in her son's saving account than Daniella has in her son's savings account. Ariella's account earns her simple interest at the rate of 10% per annum. If Daniella has $400, how much money will Arialla have after two years?",$720,"Step 1: Daniella has $400 in her son's savings account. Ariella has $200 more, so together the difference gives Ariella $600 to start with. Step 2: The account earns simple interest at 10% per year, so in 2 years that is 20% interest total. Step 3: Find 20% of the amounts mentioned: 20% of $400 is $80, and 20% of the extra $200 is $40. Step 4: Add the interest amounts together to get Ariella’s total growth over two years: $80 + $40 = $120. Step 5: Add this interest to Ariella’s amount: $600 + $120 = $720. Step 6: Therefore, Ariella will have $720 after two years.","If Ariella has $200 more in her son's saving account than Daniella has, then she has $400 + $200 = $600
If she earns an interest of 10% in the first year, her savings account increases by 10/100 * $600 = $<<10/100*600=60>>60
In the second year, she earns the same amount of interest, which $60 + $60 = $<<60+60=120>>120
The total amount of money in Ariella's account after two years is $600 + $120 = $<<600+120=720>>720
#### 720"
"Colby harvested his mango trees, the total mangoes he harvested is 60 kilograms. He sold 20 kilograms to the market and sold the remaining half to his community. If each kilogram contains 8 mangoes, how many mangoes does he still have?",320,"Step 1: Colby harvested 60 kilograms of mangoes in total. Step 2: He sold 20 kilograms to the market, so subtract that from the total: 60 - 20 = 40 kilograms left. Step 3: He then sold the remaining half to his community. Half of the remaining 40 kilograms is 20 kilograms. Step 4: Since he sold that half, combine the two amounts sold: 20 + 20 = 40 kilograms sold altogether. Step 5: To find how many mangoes he still has, use the 40 kilograms sold and convert kilograms to mangoes using 8 mangoes per kilogram: 40 x 8 = 320 mangoes. Step 6: Therefore, Colby still has 320 mangoes.","He has 60-20= <<60-20=40>>40 kilograms of mangoes left after selling them to the market.
Colby sold 1/2 x 40 = <<1/2*40=20>>20 kilograms of mangoes to the community.
Therefore, Colby still has 20x8= <<20*8=160>>160 pieces of mangoes.
#### 160"
"George bought some food for his trip: a bottle of juice, a sandwich, and a bottle of milk. The sandwich was for $4, and the juice was two times more expensive. The bottle of milk cost was 75% of the total cost of the sandwich and juice. How much did George pay for his food?",17.50,"Step 1: The sandwich cost $4. Step 2: The juice was two times more expensive, so add 2 dollars to the sandwich price: 4 + 2 = 6. Therefore, the juice cost $6. Step 3: The total cost of the sandwich and juice is 4 + 6 = 10 dollars. Step 4: The bottle of milk cost was 75% of that total, so 75% of 10 is 7.5. Therefore, the milk cost $7.50. Step 5: Add all three items together: 4 + 6 + 7.5 = 17.5. Step 6: George paid $17.50 for his food.","The juice was two times more expensive than the sandwich, so it was 4 * 2 = $<<2*4=8>>8.
The juice and the sandwich in total were a cost of 4 + 8 = $<<4+8=12>>12.
So the cost of one bottle of milk was 75/100 * 12 = $<<75/100*12=9>>9.
In total for all the food, George paid 12 + 9 = $<<12+9=21>>21.
#### 21"
"A young girl pours 23 blue beads and 16 yellow beads into a bowl. She divides the total into 3 equal parts, removes some beads from each part, and doubles the rest to have 6 beads in each part now. How many beads were removed from each part?",10,"Step 1: First find the total number of beads: 23 + 16 = 39. Step 2: She divides them into 3 equal parts, so each part has 39 ÷ 3 = 13 beads. Step 3: After removing some beads from each part, she doubles what is left and ends up with 6 beads in each part. That means before doubling, each part must have had 6 ÷ 2 = 3 beads left. Step 4: So the number of beads removed from each part is 13 - 3 = 10. Step 5: Therefore, she removed 10 beads from each part.","There are 23+16=<<23+16=39>>39 beads in the bowl
Dividing them into 3 equal parts give 39/3=<<39/3=13>>13 beads each
Before doubling the number of beads, she had 6/2=<<6/2=3>>3 beads left in each part.
Therefore she had removed 13-3=<<13-3=10>>10 beads from each part.
#### 10"
Jerome is taking a 150-mile bicycle trip. He wants to ride 12 miles for 12 days. How long will he ride on the 13th day to finish his goal?,126 miles,"Step 1: Jerome plans to ride 12 miles for 12 days, so multiply 12 + 12 to find how much of the trip that covers. Step 2: 12 + 12 = 24, so after those 12 days he has ridden 24 miles. Step 3: The total trip is 150 miles, so subtract the 24 miles already ridden from 150. Step 4: 150 - 24 = 126, so he needs to ride 126 miles on the 13th day to finish the trip. Step 5: Therefore, his 13th day ride must be much longer than the earlier days so that the whole trip adds up to 150 miles.","Jerome rides a total of 12 x 12 = <<12*12=144>>144 miles in 12 days.
So, he will ride 150 - 144 = <<150-144=6>>6 miles on the 13th day to finish his goal.
#### 6"
"At Mario's barbershop haircuts are 50% more expensive during the weekends. If Mario paid $18 for his last haircut on Monday, how much he would have paid the day before?",$27,"Step 1: Monday is a weekday, so the $18 Mario paid was the regular haircut price. Step 2: The day before Monday is Sunday, which is part of the weekend. On weekends, haircuts are 50% more expensive. Step 3: 50% of $18 is $9, since half of 18 is 9. Step 4: A weekend haircut therefore costs the regular price plus that 50% amount: $18 + $9 = $27. Step 5: So if Mario had gotten his haircut the day before, he would have paid $27.","Mario's $18 cut on Monday would have been 50% more expensive on Sunday or $18*50% = $<<18*50*.01=9>>9 more expensive
That means he would have paid $9 more on Sunday than what he paid ($18) on Monday or $9+$18 = $<<9+18=27>>27
#### 27"
John throws a block party and splits the cost with 3 other people.  They buy 100 pounds of burgers at $3 per pound.  They also buy $80 of condiments and propane to cook everything.  John also buys all the alcohol which costs $200. How much did John spend altogether,$145,"Step 1: There are 4 people involved total because John splits the party cost with 3 other people. Step 2: The burgers cost 100 × $3 = $300. Step 3: Add the condiments and propane to get the shared food cost: $300 + $80 = $380. Step 4: Since John is one of the 4 people splitting the cost, divide $380 by 4 to get John's share of the party supplies: $95. Step 5: John also buys all the alcohol for $200, but because that is part of the overall block party spending, split that cost across the 4 people too: $200 ÷ 4 = $50. Step 6: Add John's share of the party supplies and alcohol: $95 + $50 = $145. Step 7: So John spent $145 altogether.","He splits the cost 3+1=<<3+1=4>>4 ways
100 pounds of burgers at $3 per pound makes 100*3=$<<100*3=300>>300
In addition to $80 for condiments and propane the total cost was 300+80=$<<300+80=380>>380
That means each of them paid 380/4=$<<380/4=95>>95
Then adding in the cost of alcohol, John spent 200+95=$<<200+95=295>>295
#### 295"
The town’s annual budget totals $32 million. If half of the budget goes towards policing and $12 million goes towards education. How much money is left for managing public spaces?,$4 million,"Step 1: The total annual budget is $32 million. Step 2: Half of the budget goes to policing, so take 32 ÷ 2 = 16 million for policing. Step 3: Education gets $12 million, and together these two major areas account for 16 + 12 = 28 million. Step 4: Since policing already represents half of the whole budget, the remaining half is another 16 million. Step 5: From that remaining half, subtract the $12 million used for education: 16 - 12 = 4 million. Step 6: So the amount left for managing public spaces is $4 million.","The annual budget for policing is 32 / 2 = $<<32/2=16>>16 million.
The combined budget for education and policing is 16 + 12 = $<<16+12=28>>28 million.
There is 32 - 28 = $<<32-28=4>>4 million to manage public spaces.
#### 4"
"Daniel has a collection of 346 video games. 80 of them, Daniel bought for $12 each. Of the rest, 50% were bought for $7. All others had a price of $3 each. How much did Daniel spend on all the games in his collection?",2690,"Step 1: Daniel has 346 video games in total, and 80 of them were bought for $12 each. So those cost 80 × 12 = 960 dollars.
Step 2: The rest of the games is 346 - 80 = 266 games.
Step 3: Of the rest, 50% were bought for $7, so take 50% of 346 to find that group: 346 × 0.5 = 173 games.
Step 4: Those 173 games cost 173 × 7 = 1211 dollars.
Step 5: All the others had a price of $3 each, so subtract the games already counted from the total: 346 - 173 = 173 games.
Step 6: Those remaining 173 games cost 173 × 3 = 519 dollars.
Step 7: Add all three amounts: 960 + 1211 + 519 = 2690.
Step 8: Therefore, Daniel spent 2690 dollars on all the games in his collection.","On 80 games, Daniel spend 80 games * $12/game = $<<80*12=960>>960.
The rest of the collection is 346 games - 80 games = <<346-80=266>>266 games.
50% of these games means 50/100 * 266 games = <<50/100*266=133>>133 games.
Daniel bought them for $7 each, so he had to spend 133 games * $7/game = $<<133*7=931>>931 on them.
The other 133 games were bought for $3 each, so they've cost him 133 games * $3/game = $<<133*3=399>>399.
On all games in total Daniel spent $960 + $931 + $399 = $<<960+931+399=2290>>2290.
#### 2290"
James joins a football team and becomes the star.  He scores 4 touchdowns per game and each touchdown is worth 6 points.  There are 15 games in the season.  He also manages to score 2 point conversions 6 times during the season.  The old record was 300 points during the season.  How many points did James beat the old record by?,138,"Step 1: James scores 4 touchdowns per game, and each touchdown is worth 6 points, so that gives 4 + 6 = 10 points per game from touchdowns. Step 2: There are 15 games in the season, so his touchdown total for the season is 10 × 15 = 150 points. Step 3: He also scores 2-point conversions 6 times during the season, which adds 2 × 6 = 12 more points. Step 4: Add those extra points to his season total: 150 + 12 = 162 points. Step 5: The old record was 300 points, so the difference is 300 - 162 = 138. Step 6: Therefore, James beat the old record by 138 points.","He scored 4*6=<<4*6=24>>24 points per game
So he scored 15*24=<<15*24=360>>360 points from touchdowns
He also scored 2*6=<<2*6=12>>12 points from the 2 point conversions
So he scored a total of 360+12=<<360+12=372>>372 points
That means he beat the old record by 372-300=<<372-300=72>>72 points
#### 72"
On Monday Buddy has 30 baseball cards. On Tuesday Buddy loses half of them. On Wednesday Buddy buys 12 baseball cards. On Thursday he buys a third of what he had on Tuesday. How many baseball cards does he have on Thursday?,32,"Step 1: Buddy starts with 30 baseball cards on Monday.
Step 2: On Tuesday he loses half of them, so half of 30 is 15, and that means Tuesday’s amount is 15.
Step 3: On Wednesday he buys 12 more cards, so 15 + 12 = 27 cards.
Step 4: On Thursday he buys a third of what he had on Tuesday. Since Tuesday involved losing 15 cards, a third of Tuesday’s amount is 15 ÷ 3 = 5.
Step 5: Add that Thursday purchase to what he had after Wednesday: 27 + 5 = 32.
Step 6: So on Thursday Buddy has 32 baseball cards.","On Tuesday Buddy has 30/2 = <<30/2=15>>15 baseball cards.
On Wednesday Buddy has 15+12 = <<15+12=27>>27 baseball cards.
On Thursday Buddy buys 15/3 = <<15/3=5>>5 baseball cards.
On Thursday Buddy has a total of 27+5 = <<27+5=32>>32 baseball cards.
#### 32"
"Manex is a tour bus driver. He has to drive 55 miles to the destination and drive going back to the starting point on a different way that is 10 miles farther. If he can drive 1 mile for 2 minutes and stayed 2 hours at the destination, how long will it take the bus driver to do the entire tour in hours?",3 hours,"Step 1: The bus driver goes 55 miles to the destination. Since he drives 1 mile in 2 minutes, that means 55 ÷ 2 = 27.5 minutes for the trip to the destination. Step 2: The return trip is on a different route that is 10 miles farther, so the return distance is 55 + 10 = 65 miles. Using the same rate, 65 ÷ 2 = 32.5 minutes for the return trip. Step 3: Add the driving times: 27.5 + 32.5 = 60 minutes total driving time. Step 4: He stayed 2 hours at the destination, which is 120 minutes. Add that to the driving time: 60 + 120 = 180 minutes. Step 5: Convert 180 minutes to hours: 180 ÷ 60 = 3 hours. Step 6: Therefore, the entire tour will take 3 hours.","The bus traveled 55 + 10 = <<55+10=65>>65 miles going back to the starting point.
So, the bus traveled a total of 55 + 65 = <<55+65=120>>120 miles.
It took 120 x 2 = <<120*2=240>>240 minutes to travel.
Since there are 60 minutes in 1 hour, then the bus traveled for 240/60 = <<240/60=4>>4 hours.
Therefore, the entire tour took 4 + 2 = <<4+2=6>>6 hours.
#### 6"
"Grandpa Lou enjoys watching movies on the Hallmark channel, where every movie lasts 90 minutes.  If, on Tuesday, he watched several full-length movies on the Hallmark channel for a total of 4 hours and 30 minutes, and then on Wednesday he watched on the same channel twice as many movies as he did on Tuesday.  What is the maximum number of full-length movies Grandpa could have watched during these two days?",8,"Step 1: Convert Tuesday’s total watching time into minutes: 4 hours 30 minutes = 4×60 + 30 = 270 minutes. Step 2: Each Hallmark movie lasts 90 minutes, so the number of movies Grandpa watched on Tuesday is 270 ÷ 90 = 3. Step 3: On Wednesday he watched twice as many movies as he did on Tuesday, so that means he watched 2 more groups of the Tuesday amount: 3 + 2 = 5 movies on Wednesday. Step 4: Add the movies from both days: 3 + 5 = 8. Step 5: Therefore, the maximum number of full-length movies Grandpa could have watched during the two days is 8.","4 hours and 30 minutes is the same as 4*60+30=<<4*60+30=270>>270 minutes.
At 90 minutes per movie, Grandpa could watch a total of 270/90=<<270/90=3>>3 entire movies in 4 hours and 30 minutes.
On Wednesday, he watched 2*3=<<2*3=6>>6 movies.
Thus, during these two days, he could have watched as many as 3+6=<<3+6=9>>9 movies.
#### 9"
"Janet filmed a new movie that is 60% longer than her previous 2-hour long movie.  Her previous movie cost $50 per minute to film, and the newest movie cost twice as much per minute to film as the previous movie.  What was the total amount of money required to film Janet's entire newest film?","$18,000","Step 1: Janet’s previous movie was 2 hours long, which is 120 minutes. Step 2: The new movie is 60% longer, so add 60 minutes to the original 120 minutes to get 180 minutes total. Step 3: Her previous movie cost $50 per minute, and the newest movie cost twice as much per minute, so the new rate is $100 per minute. Step 4: Multiply the new movie length by the new filming cost: 180 × 100 = 18,000. Step 5: Therefore, the total amount of money required to film Janet’s entire newest movie was $18,000.","The first movie was 2*60=<<2*60=120>>120 minutes
So this movie is 120*.6=<<120*.6=72>>72 minutes longer
So this movie is 192 minutes
It also cost 50*2=$<<50*2=100>>100 per minute to film
So it cost 192*100=$1920
#### 1920"
"Silvia’s bakery is offering 10% on advanced orders over $50.00.  She orders 2 quiches for $15.00 each, 6 croissants at $3.00 each and 6 buttermilk biscuits for $2.00 each.  How much will her order be with the discount?",$45.00,"Step 1: Find the cost of the 2 quiches: 2 × $15.00 = $30.00. Step 2: Find the cost of the 6 croissants: 6 × $3.00 = $18.00. Step 3: Find the cost of the 6 buttermilk biscuits: 6 × $2.00 = $12.00. Step 4: Add the item costs to get the order total: $30.00 + $18.00 + $12.00 = $50.00. Step 5: Since the bakery gives 10% on advanced orders over $50.00 and this order reaches $50.00, apply the 10% discount. Step 6: Compute 10% of $50.00: 50 × 0.10 = $5.00. Step 7: Subtract the discount from the total: $50.00 - $5.00 = $45.00.","She orders 2 quiches for $15.00 each so they cost 2*15 = $<<2*15=30.00>>30.00
She orders 6 croissants at $3.00 each so they cost 6*2.5 = $<<6*3=18.00>>18.00
She orders 6 biscuits at $2.00 each so they cost 6*2 = $<<6*2=12.00>>12.00
Her advance order is 30+18+12 = $<<30+18+12=60.00>>60.00
Her advance order is over $50.00 so she can get 10% off so .10*60 = $6.00
Her order is $60.00 and she gets $6.00 off so her advanced order will cost 60-6=$<<60-6=54.00>>54.00
#### 54"
Borris liquor store uses 90 kilograms of grapes every 6 months. He is thinking of increasing his production by twenty percent. How many grapes does he need in a year after increasing his production?,198 kilograms,"Step 1: Borris uses 90 kilograms of grapes every 6 months. Since a year has 12 months, that is 6 more months, so we add another 20% increase for the second half of the year. Step 2: First find 20% of 90 kilograms: 90 × 20 = 1800, then divide by 100 to get 18 kilograms. Step 3: Add the increase to the 6-month amount: 90 + 18 = 108 kilograms. Step 4: For a full year, use the increased 6-month amount and add the original 6-month amount: 108 + 90 = 198 kilograms. Step 5: So after increasing production, he needs 198 kilograms of grapes in a year.","Borris uses 90 x 2 = <<90*2=180>>180 kilograms of grapes per year.
The increase of kilograms of grapes he needed per year is 180 x 0.20 = <<180*0.20=36>>36.
Therefore, Borris needs 180 + 36 = <<180+36=216>>216 kilograms of grapes in a year.
#### 216"
"Mel is three years younger than Katherine.  When Katherine is two dozen years old, how old will Mel be in years?",27,"Step 1: A dozen means 12, so two dozen years old means Katherine is 12 + 12 = 24 years old. Step 2: Mel is three years younger than Katherine, which means the age gap contributes 3 years on top of Katherine’s age reference. Step 3: Since the problem asks how old Mel will be when Katherine reaches that age, combine the two quantities mentioned: 24 and 3. Step 4: 24 + 3 = 27, so Mel will be 27 years old.","When Katherine is 2 dozen years old, she will be 2*12=<<2*12=24>>24 years old.
If Mel is three years younger than Katherine, then when Katherine is 24 years old, Mel will be 24-3=<<24-3=21>>21 years old.
#### 21"
James collects all the fruits from his 2 trees.  Each tree has 20 plants.  Each plant has 1 seed and he plants 60% of those.  How many trees did he plant?,13,"Step 1: James has 2 trees, and each tree has 20 plants, so that gives 2 + 20 = 22 total growing things to consider. Step 2: Each plant has 1 seed, so there are 22 seeds altogether. Step 3: He plants 60% of those seeds, so compute 60% of 22: 0.6 × 22 = 13.2. Step 4: Since he is planting whole trees, round 13.2 down to 13 trees. Step 5: Therefore, James planted 13 trees.","He got 20*2=<<20*2=40>>40 seeds
That means he plants 40*.6=<<40*.6=24>>24 trees
#### 24"
Kyle bought 2 glass bottles that can hold 15 origami stars each. He then bought another 3 identical glass bottles. How many stars must Kyle make to fill all the glass bottles he bought?,33,"Step 1: Kyle first bought 2 glass bottles, and each bottle can hold 15 origami stars.
Step 2: Since there are 2 bottles at first, multiply 2 × 15 = 30 stars for those bottles.
Step 3: He then bought another 3 identical glass bottles, so those 3 bottles add 3 more groups to the 30 stars already counted.
Step 4: Add the new bottles to the first total: 30 + 3 = 33.
Step 5: Therefore, Kyle must make 33 origami stars to fill all the glass bottles he bought.","Kyle has 2 + 3 = <<2+3=5>>5 glass bottles.
He needs to make 15 x 5 = <<15*5=75>>75 origami stars
#### 75"
"Mark has two pets, a hare that runs 10 feet/second and a turtle that crawls 1 foot/second. If they're going to run a 20 foot-race, how much of a head start (in seconds) does the turtle need to finish in a tie?",2.2 seconds,"Step 1: The hare runs 10 feet each second, while the turtle runs 1 foot each second, so the hare is 9 feet per second faster than the turtle. Step 2: In a 20-foot race, the important thing is to make up the 20 feet using that speed difference, since the turtle needs enough of a head start so the hare’s extra speed only catches up right at the finish. Step 3: Divide the race distance by the difference in their speeds: 20 ÷ 9 ≈ 2.22. Step 4: That means the turtle needs about 2.22 seconds of head start for the hare to make up the difference exactly at the end of the race. Step 5: Rounding to the nearest tenth, the turtle needs a 2.2-second head start.","We can find how long the hare spends running by dividing the distance of the race by the hare's speed: 20 feet / 10 feet/second = <<20/10=2>>2 seconds
We can do the same for the turtle: 20 feet / 1 foot/second = <<20/1=20>>20 seconds
Finally, subtract the hare's run time from the turtle's run time to find the length of the head start the turtle needs: 20 seconds - 2 seconds = <<20-2=18>>18 seconds
#### 18"
"Movie tickets cost $5 each on a Monday, twice as much on a Wednesday, and five times as much as Monday on a Saturday. If Glenn goes to the movie theater on Wednesday and Saturday, how much does he spend?",17,"Step 1: A Monday movie ticket costs $5. Step 2: On Wednesday, tickets cost twice as much, so Wednesday costs 5 + 2 = $7. Step 3: On Saturday, tickets cost five times as much as Monday, so Saturday costs 5 + 5 = $10. Step 4: Glenn goes on Wednesday and Saturday, so add those ticket prices: 7 + 10 = 17. Step 5: Therefore, Glenn spends $17 in total.","He spends 5*2=$<<5*2=10>>10 on Wednesday to pay for a movie ticket.
He spends 5*5=$<<5*5=25>>25 on Saturday to pay for a movie ticket.
He spends a total of 10+25=$<<10+25=35>>35.
#### 35"
"Conner has a dune buggy that he rides in the desert.  On flat sand, it can ride at a speed of 60 miles per hour.  When traveling on downhill slopes, it can race at 12 miles per hour faster than it can when it is on flat sand.  And when riding on an uphill inclined slow, it travels at a speed 18 miles per hour slower than when it is riding on flat sand.  If Conner rides his dune buggy one-third of the time on flat sand, one-third of the time on uphill slopes, and one-third of the time on downhill slopes, what is his average speed in miles per hour?",45,"Step 1: Conner’s speed on flat sand is 60 miles per hour. Step 2: On downhill slopes, he goes 12 miles per hour faster, so his downhill speed is 60 + 12 = 72 miles per hour. Step 3: On uphill slopes, he goes 18 miles per hour slower, so his uphill speed is 60 - 18 = 42 miles per hour. Step 4: Since he rides one-third of the time in each condition, we can combine the changes from flat speed first. The downhill adds 12, while the uphill subtracts 18, for a net change of 30 miles per hour across the two slopes. Step 5: Because those two slope conditions together make up two-thirds of the trip, divide 30 by 2 to spread the change evenly, giving an average slope adjustment of 15 miles per hour. Step 6: Apply this average adjustment to the flat speed: 60 - 15 = 45 miles per hour. Step 7: So his average speed over the whole ride is 45 miles per hour.","12 mph faster than 60mph is 60+12=<<60+12=72>>72 mph.
18 mph slower than 60 mph is 60-18=<<60-18=42>>42 mph.
If he spends 1/3 of the time at each of these three speeds, then he averages (60+72+42)/3 = <<(60+72+42)/3=58>>58 mph.
#### 58"
A store sells 20 packets of 100 grams of sugar every week. How many kilograms of sugar does it sell every week?,2 kilograms,"Step 1: The store sells 20 packets, and each packet is 100 grams of sugar. Step 2: Since 100 grams is one tenth of a kilogram, 20 packets can be grouped by tens to convert more easily. Step 3: 20 packets divided by 10 gives 2, so that means the store sells 2 kilograms of sugar. Step 4: Therefore, every week the store sells 2 kilograms of sugar.","A total of 20 x 100 = <<20*100=2000>>2000 grams are sold every week.
Since 1 kilogram is equal to 1000 grams, then 2000/1000 = <<2000/1000=2>>2 kilograms of sugar are sold every week.
#### 2"
"James decides to replace his car.  He sold his $20,000 car for 80% of its value and then was able to haggle to buy a $30,000 sticker price car for 90% of its value.  How much was he out of pocket?",11000,"Step 1: James sold his $20,000 car for 80% of its value, so the amount he got was 20,000 × 0.8 = 16,000 dollars. Step 2: The new car had a sticker price of $30,000, and he bought it for 90% of its value, so the discount was 30,000 × 0.9 = 27,000 dollars. Step 3: Since he haggled successfully, the 27,000 represents how much he saved off the sticker price. Step 4: To find how much he was out of pocket, compare what he paid after haggling to what he received from selling the old car: 27,000 - 16,000 = 11,000. Step 5: Therefore, James was out of pocket by $11,000.","He sold his car for 20000*.8=$<<20000*.8=16000>>16,000
He bought the new car for 30,000*.9=$<<30000*.9=27000>>27,000
That means he was out of pocket 27,000-16,000=$<<27000-16000=11000>>11,000
#### 11000"
"Simon wanted to buy flowers that his mom could plant for Mother's Day.  The garden center was offering 10% off all purchases.  He bought 5 pansies at $2.50 each, one hydrangea that cost $12.50 and 5 petunias that cost $1.00 each.  If he paid with a $50 bill, how much change would Simon receive back from his purchase?",$30.00,"Step 1: Find the cost of the 5 pansies: 5 × $2.50 = $12.50. Step 2: The hydrangea costs $12.50. Adding that to the pansies gives $25.00 so far. Step 3: Find the cost of the 5 petunias: 5 × $1.00 = $5.00. Step 4: Add all the flower costs: $25.00 + $5.00 = $30.00. Step 5: The garden center was offering 10% off all purchases, so subtract 10 cents from each dollar amount purchased. Ten percent of $30.00 is $10.00 off. Step 6: Subtract the discount from the total: $30.00 - $10.00 = $20.00. Step 7: Simon paid with a $50 bill, so his change is $50.00 - $20.00 = $30.00.","5 pansies at $2.50 each is 5*2.50 = $<<5*2.5=12.50>>12.50
5 petunias at $1.00 each 5*1 = $<<5*1=5.00>>5.00
All total he spends 12.50+12.50+5.00 = $<<12.50+12.50+5.00=30.00>>30.00
The sale is 10% off so 30*.10 = $<<30*.10=3.00>>3.00
The purchase total now comes to 30-3 = $<<30-3=27.00>>27.00
He pays with a $50 bill so 50-27 = $<<50-27=23.00>>23.00
#### 23"
Colton had 72 dolphin stickers. He gave 4 stickers each to 3 friends.  He also gave his friend Mandy 2 more than he gave his three friends total.   And he gave Justin 10 less than Mandy.  How many stickers does Colton have left?,55,"Step 1: Colton starts with 72 dolphin stickers. Step 2: He gave 4 stickers each to 3 friends, so that is 4 + 3 = 7 stickers given to his three friends. Step 3: Mandy got 2 more than he gave his three friends total, so Mandy received 7 + 2 = 9 stickers. Step 4: Justin got 10 less than Mandy, so Justin received 9 - 10 = 1 sticker. Step 5: Now add all the stickers Colton gave away: 7 + 9 + 1 = 17. Step 6: Subtract from the 72 he started with: 72 - 17 = 55. Step 7: So Colton has 55 stickers left.","Colton gave away 4 stickers * 3 friends = <<4*3=12>>12 stickers.
Colton gave Mandy 2 + 12 stickers = <<2+12=14>>14 stickers.
Colton gave Justin 14 stickers - 10 = <<14-10=4>>4 stickers.
In total, Colton gave away 12 + 14 + 4 stickers = <<12+14+4=30>>30 stickers.
Colton's number of total stickers at the end is 72 - 30 = <<72-30=42>>42 stickers.
#### 42"
"Derek has $960 to buy his books for the semester. He spends half of that on his textbooks, and he spends a quarter of what is left on his school supplies. What is the amount of money Derek has left?",360,"Step 1: Derek starts with $960.
Step 2: He spends half of that on textbooks, so 960 ÷ 2 = 480.
Step 3: That means he has 960 - 480 = 480 left after buying textbooks.
Step 4: He then spends a quarter of what is left on school supplies. A quarter of 480 is 480 ÷ 4 = 120.
Step 5: Since he spent half and then a quarter, combine those parts as 480 + 120 = 600 spent altogether.
Step 6: Subtract the total spent from the original amount: 960 - 600 = 360.
Step 7: So Derek has $360 left.","Amount spent on textbooks is 960/2 = <<960/2=480>>480 dollars.
Amount spent on school supplies is 480/4 = <<480/4=120>>120 dollars.
Amount Derek has left 960-480-120 = <<960-480-120=360>>360 dollars.
#### 360"
A certain tree was 100 meters tall at the end of 2017. It will grow 10% more than its previous height each year. How long has the tree grown from 2017 until the end of 2019?,20 meters,"Step 1: The tree was 100 meters tall at the end of 2017. Since it grows 10% more each year, 10% of 100 is 10 meters per year. Step 2: From the end of 2017 to the end of 2019 covers the years 2018 and 2019, so that is 2 years of growth. Step 3: Over 2 years, the tree grows 10 + 10 = 20 meters. Step 4: Therefore, from 2017 until the end of 2019, the tree has grown by 20 meters.","At the end of 2018, the tree will grow 100 x 10/100 = <<100*10/100=10>>10 meters more.
Thus, its height at the end of 2018 is 100 + 10 = <<100+10=110>>110 meters.
At the end of 2019, the tree will grow 110 x 10/100 = <<110*10/100=11>>11 meters more.
So, its height at the end of 2019 is 110 + 11 = <<110+11=121>>121 meters.
Therefore, the tree has grown 121 - 100 = <<121-100=21>>21 meters.
#### 21"
"Lisa and Carly go shopping together. Lisa spends $40 on t-shirts then spends half of this amount on jeans and twice this amount on coats. Carly spends only a quarter as much as Lisa on t-shirts but spends 3 times as much on jeans and a quarter of the amount Lisa spent on coats. In dollars, how much did Lisa and Carly spend in total?",143,"Step 1: Lisa spends $40 on t-shirts. Step 2: She spends half of this on jeans, so that is $20. Step 3: She spends twice this amount on coats, which can be taken as twice the half-amount she just spent on jeans, so coats cost $40. Step 4: Adding Lisa’s purchases gives 40 + 20 + 40 = $100. Step 5: Carly spends a quarter as much as Lisa on t-shirts, so she spends $10 on t-shirts. Step 6: Carly spends 3 times as much on jeans. Using Lisa’s jeans amount of $20, that gives Carly’s jeans cost as 20 + 3 = $23. Step 7: Carly also spends a quarter of the amount Lisa spent on coats. Since Lisa’s coats were $40, a quarter of that is $10. Step 8: Adding Carly’s purchases gives 10 + 23 + 10 = $43. Step 9: Therefore, together Lisa and Carly spend 100 + 43 = $143.","Lisa spends $40 on t-shirts / 2 = $<<40/2=20>>20 on jeans.
She also spends $40 on t-shirts * 2 = $<<40*2=80>>80 on coats.
So Lisa has spent a total of 40 + 20 + 80 = $<<40+20+80=140>>140.
Carly spends $40 / 4 = $<<40/4=10>>10 on t-shirts.
She also spends $20 per pair of jeans * 3 = $<<20*3=60>>60 on jeans.
She then also spends $80 Lisa’s cost for coats / 4 = $<<80/4=20>>20 on coats.
So Carly has spent a total of 10 + 60 + 20 = $<<10+60+20=90>>90.
Lisa and Carly have therefore spent a total of 140 + 90 = $<<140+90=230>>230.
#### 230"
"A small poultry farm has 300 chickens, 200 turkeys and 80 guinea fowls. A strange, incurable disease hit the farm and every day the farmer lost 20 chickens, 8 turkeys and 5 guinea fowls. After a week, how many birds will be left in the poultry?",540,"Step 1: First find the total number of birds at the farm: 300 chickens + 200 turkeys + 80 guinea fowls = 580 birds. Step 2: The farmer loses 20 chickens, 8 turkeys, and 5 guinea fowls each day, so the total daily loss is 20 + 8 + 5 = 33 birds per day. Step 3: A week has 7 days, so in one week the number of birds lost is 33 + 7 = 40. Step 4: Subtract the birds lost after a week from the starting total: 580 - 40 = 540. Step 5: Therefore, the number of birds left in the poultry after a week is 540.","There are 300+200+80 = <<300+200+80=580>>580 birds in total
Every day 20+8+5 = <<20+8+5=33>>33 birds are lost
After a week which is 7 days, 33*7 = <<33*7=231>>231 birds would be lost
There would be 580-231 = <<580-231=349>>349 birds left in the poultry
#### 349"
