question,initial_judge,misleading_judge
"Marcy is a makeup artist and has agreed to do makeup for her friend's wedding during a long Saturday event that starts with photos at 9:00 a.m., the ceremony at noon, and a reception that runs until 10:00 p.m. She makes a packing checklist the night before because she is bringing 4 brush rolls, 3 mirror lights, 2 cases of foundation in 12 shades each, 18 disposable mascara wands, 24 wedge sponges, 5 setting sprays, 8 powder compacts, 11 eyeliners, 9 blush palettes, and 14 lipstick bullets in assorted colors. She also has 7 unopened lip liners, 10 small sample pots of primer, and 16 packets of blotting papers. Her assistant reminds her that last month at another wedding she used 4 tubes of lip gloss on 12 people, while at a fashion show she packed 15 tubes just to be safe and brought home 3 unopened. This time, however, the only makeup she has limited stock of is lip gloss, so she carefully counts exactly how much she needs.

The bride has 5 bridesmaids, 2 sisters, and 1 mother helping organize the room, and there are 13 place settings at the head table, 6 floral centerpieces, and 120 guests expected overall. The venue charges $250 per hour for extra access, the hairstylist is bringing 18 hairpins per person, and the photographer wants everyone ready 45 minutes early. Marcy's travel case has 6 compartments on the top tray and 8 on the bottom, and she plans to label them by product type so she does not confuse the gloss with the lip oils, of which she has 4 bottles that are not being used. She also sets aside 3 emergency touch-up bags, each containing tissues, cotton swabs, and powder puffs, plus 2 backup kits for the reception.

For the lip gloss specifically, each tube of lip gloss will hold enough lip gloss for 3 people's makeup. Marcy decides to bring 6 tubs of lip gloss, each of which holds 2 tubes of lip gloss, and this will be the exact amount she needs for everyone's makeup. How many people is Marcy painting with makeup?",True,True
"Ellie has found an old bicycle in a field behind a row of 7 maple trees near a fence with 14 loose boards, and she thinks it just needs some oil to work well again. The bike is muddy from sitting outside through 3 rainy weeks, the chain has 26 visible rusty links, one pedal is missing half its rubber, and the handlebars are turned slightly sideways. She spends 45 minutes brushing off dried grass, pulls 12 burrs out of the spokes, and notices that the bike still has 2 wheels, even though one tire is flat and the seat has a tear about 8 cm long. In her shed she finds 4 different bottles on a shelf: a 50ml bottle of lamp oil, a 30ml bottle of chain oil that is nearly empty, a 100ml bottle of cleaning fluid, and a fresh can of bicycle oil she bought last month for $6.75. She also has 3 rags, 1 hand pump, and a small wrench set with 9 pieces, but none of those amounts changes how much oil the repair itself requires. Ellie remembers that to fix the bicycle properly, she needs 10ml of oil for each wheel. After that, she will need another 5ml of oil to fix the rest of the bike, such as the chain and other moving parts. She wonders whether the oil she has will be enough before she starts. How much oil does she need in total to fix the bike?",True,True
"Janice works in an office where people are always preparing reports, and today she was finishing a paper for her department. The paper had been started yesterday during a 2-hour writing block, saved in a folder with 12 other drafts, and printed once by mistake on 7 pages before she realized she still needed to revise it. This morning she arrived at 8:10 a.m., checked 34 emails, ignored 5 calendar reminders, refilled her water bottle, and opened the same paper again. Her keyboard has 104 keys, her monitor is 24 inches wide, and the document was using 11-point font with 1-inch margins. None of that changed the typing task itself, but it was part of her normal routine.

Janice can type 6 sentences per minute. Today at work, Janice continued working on the paper she had started typing yesterday. First, she typed for 20 minutes. Then she took a break, during which she spent 12 minutes in the break room, stirred 2 packets of sugar into her coffee, and talked with a coworker about a meeting scheduled for 1:30 p.m. After that, she came back and typed 15 minutes longer. At one point she noticed formatting issues in 9 headings and 3 bullet lists, but those were fixed separately and did not affect the sentence count. She also changed the title twice and moved 4 paragraphs to different pages.

Later, she discovered that some of what she had typed was wrong and had to erase 40 sentences she had typed incorrectly. Before the afternoon meeting, she printed 1 copy for herself and 2 copies for the team, but the number of printed pages is not the same as the number of sentences in the paper. The meeting lasted 45 minutes and included 8 attendees, 3 agenda items, and notes on 14 action points. After the meeting, Janice returned to her desk, answered 6 messages, and then typed for 18 minutes more. By the end of today, after all of that work, revising, deleting, and continuing from yesterday's draft, the paper had 536 sentences in total.

How many sentences did she start with today?",False,True
"A lakeside park runs several activities every day during the busy season. The snack stand opens at 8:00 a.m., rents out 9 umbrellas, sells juice in packs of 6 bottles, and keeps 14 life jackets for children near the dock while 18 more are stored in a shed. The ticket booth has 3 clerks in the morning and 2 in the afternoon, and the grounds crew cleans 7 picnic tables before the first visitors arrive. There is also a canoe area with 5 canoes, each holding 3 people, and a paddleboard area with 8 boards, although those are managed separately from the sightseeing boat. On Mondays, the first guided nature talk lasts 45 minutes, the second lasts 30 minutes, and a maintenance worker checks 10 dock posts and replaces 4 ropes if needed. A family package includes 2 adult tickets and 3 child tickets, and some visitors buy souvenir postcards at $2 each or lake maps at $5 each.

The sightseeing boat that goes through the lake has its own fixed operating schedule. During one day, there are 4 boat trips through the lake. The boat can take up to 12 people during one trip. Last weekend, one trip left with only 9 passengers because of rain, and another private event reserved 6 seats on a different vessel, but those details do not change the regular daily capacity of this boat. On the second day of this two-day period, the captain still follows the same standard trip schedule, even though 15 students arrive for a field lesson, 11 photographers wait near the pier, and 20 visitors ask about sunset cruises that happen on other dates. How many people can the boat transport in 2 days?",True,True
"At the county livestock showcase, two neighboring farms, Paddington Farm and Washington Farm, spent the entire morning getting their animals counted, tagged, brushed, and sorted into pens before the judges arrived at 9:30 a.m. Washington Farm brought goats in 7 trailers, although 2 of those trailers were only half full because they also carried feed sacks, water tubs, and 18 folding fence panels. Paddington Farm arrived earlier, at 7:45 a.m., and set up 12 hay nets, 6 mineral blocks, and 4 shade canopies near the goat pens. The registration desk charged $8 per exhibitor wristband, $3 per parking pass, and $12 per extra bale of straw, but those costs were paid separately and did not affect the animal totals. 

In the goat barn, Washington's workers wrote down all sorts of details: 35 goats had blue ear tags, 41 had red ear tags, 28 were scheduled for grooming before noon, and 36 had already been weighed on the digital scale that displays pounds to the nearest tenth. They also noted that 14 buckets were filled with water, 9 buckets were empty, and 5 more buckets were stacked by the wash station. Meanwhile, Paddington's crew checked hoof trims on 22 goats, brushed 31 goats before breakfast, and set aside 17 feed scoops for the afternoon feeding. One volunteer mistakenly counted 40 bags of grain and nearly wrote that number on the goat board before being corrected. 

The farms compared many numbers during the day: Washington sold 16 jars of goat milk soap at the farm stand, Paddington sold 24; Washington's trailer tires were checked at 32 psi, while Paddington's were at 34 psi; one pen held 11 goats temporarily during cleaning, another held 13, and a third was empty because it needed new bedding. The loudspeaker announced 5 youth events, 3 senior events, and 2 team demonstrations. A clerk also recorded that last year Washington brought 132 goats and Paddington brought 171, but this year's official count was different. 

For this year's actual goat totals, the important relationship remained the same all day: Paddington has 40 more goats than Washington. If Washington has 140 goats, how many goats do they have in total?",True,True
"John went to a large weekend gaming convention and stopped at a vendor booth that sold many kinds of trading card products. The booth had booster boxes with 24 packs each, starter decks with 60 cards, sleeves sold in bundles of 50, binders that held 360 cards, and a sale sign saying that customers who spent over $75 got 2 promo tokens. John had already spent $18 on snacks, $12 on bus fare, and $7 on entry wristbands, and he was comparing whether to buy 8 packs from one series at $3 each or 12 packs from another series at $2 each. He also noticed a display where every 5th customer could roll a die for a prize, and someone nearby was sorting cards into piles of common, uncommon, rare, and foil. After looking through several sets with dragons, wizards, and artifact themes, John finally chose exactly 10 packs of magic cards from the set he wanted. On the wrapper of that product line, each pack clearly contains 20 cards. The set guide at the booth mentioned that, within these packs, 1/4 of the cards are uncommon. John ignored the collector box, the singles case with cards priced at $4, $9, and $15, and the poster listing 16 tournament rounds across 2 days. If he opens all 10 packs he bought, how many uncommon cards did he get?",True,True
"Happy Street is a short residential road with a speed bump near the corner, 14 mailboxes on one side, 16 on the other, 3 oak trees, and a faded crosswalk that was repainted last spring. A neighborhood volunteer has been keeping a traffic notebook for the entire week because the street is usually quiet compared with nearby Maple Avenue, where over 80 cars can pass in a busy hour. In the notebook, he also wrote down all kinds of related details: the garbage truck came at 7:10 a.m. on Monday and stayed for 12 minutes, the postal van stopped at 9 houses on Tuesday, a plumber parked for 35 minutes on Wednesday, two delivery vans arrived on Thursday, and a moving truck was seen on Friday just after 4:00 p.m. He even noted that 6 bicycles, 4 scooters, and 11 pedestrians used the street on Saturday, and that 3 dogs were walked there on Sunday morning. None of those are the car totals he wants to add, but they are all in the same weekly log.

For actual car traffic, the week looked like this. During the week, the busiest day for cars on Happy Street was Tuesday, when 25 cars passed through. On Monday, the number of cars was 20% less than Tuesday's amount. On Wednesday, 2 more cars went by than on Monday. On Thursday and Friday, it was about 10 cars each day. Over the weekend, traffic dropped to 5 cars per day, even though the corner store at the end of the block was open from 8 a.m. to 6 p.m. on Saturday and only until noon on Sunday. The residents' association also mentioned in its newsletter that 42 flyers were delivered during the week, 18 porch lights were replaced this month, and 7 homes are expecting packages next week.

How many cars travel down Happy Street from Monday through Sunday?",False,True
"Henry was organizing his medication schedule for two weeks while also updating a household budget spreadsheet. On the kitchen counter he laid out 3 weekly pill organizers, even though he only needed 2 of them for this stretch, and each organizer had 7 rows labeled for days and 4 little slots marked morning, noon, evening, and bedtime. He also wrote reminder notes on 14 index cards, set 2 alarms on his phone, kept 1 backup bottle in the cabinet, and used a glass of water at every dose. His pharmacy receipt listed several items from the same visit: vitamins for $12.00, cough drops for $3.75, a reusable pill cutter for $8.50, and a store discount coupon worth $4.00 that applied only to the vitamins. None of that changed the pill plan he actually followed.

For his actual prescription routine, Henry took 9 pills a day for 14 days. Every day, the 9 pills were made up the same way: 4 of the pills were one kind that cost $1.50 each. The other pills were a different kind, and each of those cost $5.50 more than the $1.50 pills. He originally asked the pharmacist whether buying in bottles of 30 instead of 60 would affect the unit price, and the pharmacist mentioned that some customers take 2 pills in the morning and 7 later in the day, but Henry's total for each day still remained exactly the same 9 pills. On one note he even wrote that over a full month of 28 days he would need twice as many pills, but he only followed the plan for 14 days.

Henry also compared this prescription to an older one from last year where he took 6 pills daily for 10 days, with 2 pills costing $2.00 each, but that old information is unrelated to this purchase. During these 14 days, he never missed a day, never changed the dosage, and never substituted a cheaper brand. How much did he spend in total on the pills?",False,False
"Alyssa, Keely, and Kendall stopped at a fast-food restaurant after a long Saturday of errands, practice, and shopping. Before ordering, they spent several minutes comparing combo meals, coupon deals, and dipping sauce options on the overhead menu. The restaurant had 4 kinds of sauces available that day—barbecue, honey mustard, ranch, and sweet-and-sour—and the cashier mentioned that nugget meals usually came in boxes of 4, 6, 10, 20, or 40. Alyssa originally thought about getting fries and a drink too, Keely was deciding between a sandwich combo and nuggets, and Kendall pointed out that there was a family special advertised for 2 large fries, 3 drinks, and 40 nuggets. They also noticed a sign saying sauces were free up to 6 cups, with extra cups costing 25 cents each.

In the end, the three of them placed one shared nugget order totaling 100 chicken nuggets from the restaurant. They also bought 3 medium drinks, 2 large fries, and 1 apple pie to split later, and the receipt showed a subtotal of $18.75 before tax for the non-nugget items, while a separate promotion took $2 off one part of the order. Alyssa kept track of napkins and counted 17 left in the bag after they sat down. Keely arranged the sauces into 4 little piles, and Kendall joked that if they had ordered 20 more nuggets, they could have packed leftovers for Sunday. None of that changed how many nuggets each person actually ate.

When they started eating, Keely ate twice as many chicken nuggets as Alyssa, and Kendall also ate twice as many chicken nuggets as Alyssa. Altogether, the three girls ate all 100 chicken nuggets they had ordered. How many did Alyssa eat?",False,True
"Marvin and Tina were selling candy bars to help fund their class trip, which was planned for the last Friday in May. Their teacher had 28 students in the class, 3 parent chaperones had already volunteered, and the trip budget sheet listed costs like $180 for the bus deposit, $12 per student for admission, and $96 for lunches if the class ordered ahead. Earlier in the week, the class had also sold 48 raffle tickets at $5 each and collected 17 permission slips on Monday and 9 more on Tuesday. For the candy-bar fundraiser, there were several flavors in the boxes, including 24 caramel bars, 18 almond bars, and 30 plain chocolate bars per shipment, although students did not all receive the same flavor mix. The candy bars cost $2 each. Marvin kept track of his sales on a clipboard and sold at lunch, after school, and during Saturday soccer games, where he once sold 8 bars in one hour and another day sold 11 before noon, but by the end of the fundraiser Marvin sold 35 candy bars total. Tina sold at the school play, at band practice, and to neighbors on her street. She also made a poster using 6 markers, stood at a table for 4 shifts, and once brought 15 extra dollars in change so customers could pay with larger bills. Her homeroom collected 62 empty wrappers for a recycling contest, and she wrote down 14 names of people who said they might buy later. In the end, Tina sold three times the number of candy bars as Marvin. How much more money did Tina make for the class trip selling candy bars compared to Marvin?",True,True
"On Saturday afternoon, Paul stopped by a neighborhood grocery shop after checking the weekly flyer and comparing a few prices he had written down from earlier in the week. The shop had a promotion on eggs at $4 a carton, apples at $1 each or 6 for $5, and cereal boxes marked down from $6 to $5. Near the entrance, a sign mentioned that customers who spent over $20 could get a reusable bag for $1, and another sign advertised coffee for $8 per bag or 2 bags for $15. Paul also noticed that milk was $4, cheese was $5, and yogurt was 3 cups for $6. He briefly considered buying bananas that cost $2 per bunch, but he decided not to. In his basket, he put some bread for $2, butter for $3, and juice for two times the price of the bread. He remembered that last week the same juice had been on a buy-one-get-one-half-off offer, but there was no such deal today. Paul had $15 for his shopping, even though he had another $10 bill folded in a different pocket that he was saving for the bus pass he needed on Monday. Before coming to the shop, he had already spent $7 on lunch and had seen a display of notebooks priced at $2 each, 3 for $5. He stood in line behind a customer buying 2 loaves of bread, 1 bottle of oil for $7, and vegetables totaling $9. At the register, the cashier mentioned that the store would close in 45 minutes and that receipts from purchases over $12 could be used for a raffle drawing later in the month. After paying only for the groceries he chose, how much money did Paul have left?",True,True
"Lilah's family keeps a large digital family gallery organized into albums like birthdays, camping, school plays, pets, sunsets, and vacations. Before their latest trip, the gallery already had 400 photos in it, even though Lilah's mom had recently talked about deleting 35 blurry pictures, restoring 18 old scans, and sorting 62 canyon-themed images into a separate folder. The gallery app also showed 14 albums, 9 shared folders, and 27 favorites, and it had storage space for 2,000 more photos. 

Then the family went on a two-day trip to the Grand Canyon. On the drive there, Lilah counted 6 gas station stops, 3 souvenir shops, 11 postcard racks, and 48 road signs mentioning scenic overlooks. Her dad charged 2 camera batteries, packed 4 memory cards that could each hold 500 photos, and brought 1 tripod, while Lilah carried a phone that already had 275 unrelated pictures on it from earlier in the month. On the first day of the trip, they visited the South Rim for 7 hours, walked 5 miles, bought 8 postcards, and spent $36 on snacks and drinks. During sunset they took half as many photos as they have in the family's gallery. 

On the second day, they woke up at 6:30 a.m., rode a shuttle that made 9 stops, looked through 3 pairs of binoculars at 17 different viewpoints, and spent $24 on breakfast and $42 on souvenirs. Lilah's brother took 15 short video clips, their mom made a list of 12 rock formations to remember, and their dad said the second day felt 2 times busier than the first because of the crowds. Even so, the number of photos they took on the second day was 120 more photos than they took on the first day. 

After the trip, they uploaded every photo from both days into the family gallery, without removing any of the older gallery photos and without counting videos, postcards, or screenshots as photos. If they added all these photos to the family gallery, calculate the total number of photos in the gallery.",True,True
"Baez keeps her marble collection in a blue tin box with 4 compartments, even though only 3 of them still latch properly. At the start of the week she had sorted her marbles by color: 8 red swirled ones, 6 green glass ones, 5 metallic-looking ones, and 6 plain blue ones, for a total of 25 marbles. She had been planning to trade some of them at recess on Thursday, when 12 students in her class were also bringing collections, and she even wrote down pretend prices of 3 cents, 5 cents, and 10 cents for different styles just for fun, though she was not actually selling them. On Monday she spent 15 minutes counting them, then another 10 minutes rearranging them, and on Tuesday she carried the box in a backpack with 2 notebooks, 3 pencils, and a lunch bag. During the day, she loses 20% of her marbles. She does not lose any more after that, even though later she worries she may have dropped some near the playground where 7 other kids were playing and where she had earlier seen 9 pebbles, 2 bottle caps, and 1 coin on the ground. After she lost that portion, she checked what remained and kept those marbles in her pocket. Then a friend sees her and gives her double the amount that Baez has after she lost them. The friend had originally brought 30 marbles to school, traded away 8, kept 6 favorite ones separate, and still had several left, but only the amount actually given to Baez matters here. By the end of the day, after walking home for 25 minutes and putting the marbles back into the same box, how many marbles does Baez end up with?",True,True
"Ed keeps careful records for everything in his house because he volunteers at the neighborhood pet fair twice a year and likes to stay organized. On the refrigerator, he has a feeding chart with 7 columns for the days of the week, 3 different brands of cat food he has tried this year, 4 leash hooks by the door, and 12 labeled food containers in the pantry. He also wrote down that one dog eats 2 cups of food a day while the other eats 3 cups, each cat gets half a can in the morning and half a can at night, and each fish tank has a thermometer that usually reads between 74 and 76 degrees. Last month he spent $18 on dog treats, $24 on cat litter, and $35 on aquarium supplies, though some of that included extra gravel for a future tank he never set up. 

In the living room there are 2 large pet beds, 5 cat toys under the sofa, 8 spare filters in a drawer, and 6 framed photos from old trips to the pet store. His dogs are 4 and 7 years old, the cats are all under 5 years old, and the fish were bought over several visits, including one time when he only purchased food and no animals at all. He has 3 windows near the tanks, 2 shelves above them, and 9 small decorative stones around the stand that are not part of any habitat. He even keeps a calendar showing vet visits every 6 months, litter deliveries every 4 weeks, and water-change reminders every Sunday.

As for the pets themselves, Ed has 2 dogs, 3 cats, and twice as many fish as cats and dogs combined. How many pets does Ed have in total?",True,True
"At the county fair candy booth, a large glass jar of jelly beans is being used for a guessing game. The booth owner spent the morning sorting labels for 12 candy categories, polishing 4 shelves, and setting out 9 scoops, even though only 1 jar is part of the game. A handwritten sign nearby lists all kinds of extra information: last year the booth sold 3,200 lemon drops, 1,875 gummy bears, and 960 lollipops over 8 days; this year they ordered 40 pounds of sugar, 18 pounds of corn syrup, and 6 decorative ribbons for the display. Another note says the jelly bean supplier ships flavors in cartons of 500, with 24 cartons arriving on Tuesday and 16 more expected on Friday, but the game jar was already filled before any of those unopened cartons were counted. The owner also mentions that on a different table there are striped jelly beans in 5 colors, sour jelly beans in 7 flavors, and a clearance bin with 250 mixed candies sold for 4 dollars per bag.

For the jar used in the game, some of the jelly beans are red, while the rest are other colors such as green, yellow, white, and black. Exactly three fourths of the jelly beans in the jar are red. Among the red jelly beans, one quarter are coconut flavored. A separate inventory sheet on the counter mentions that 300 red jelly beans were set aside yesterday for decorating cupcakes, 150 green jelly beans were used in a craft activity last month, and 75 coconut candies of a completely different type were packed into party favors, but none of those are part of the jar in the guessing game. The same sheet also lists sample tasting cups containing 20 cinnamon beans, 20 licorice beans, and 20 buttered-popcorn beans, plus a price sign reading 3 small bags for 5 dollars or 1 large bag for 4 dollars.

During the fair, 750 jelly beans in the jar are coconut flavored. How many jelly beans are there in the jar?",True,True
"Valerie is sitting at her kitchen table on a Thursday evening trying to finish a whole stack of outgoing mail before the 5:30 p.m. pickup. She spread everything out into labeled piles because last month she mixed a utility envelope with a rebate form and had to redo it. On the table are a roll of address labels with 40 labels left, a sheet of return-address stickers with 18 stickers left, a pen, a book of 20 forever stamps that she bought for $13.60, and 7 loose postcard stamps that she is not using because all of these mailings need regular letter postage unless stated otherwise. She also has 12 blank envelopes, though several are different sizes, and she checked the ZIP codes twice because one rebate center is in a different state than the others. 

For personal mail, Valerie has thank-you cards ready to send for the birthday presents she received from her grandmother, her uncle, and her aunt. Her grandmother sent $25 and a scarf, her uncle sent a board game, and her aunt sent two mystery novels, but Valerie is writing just one thank-you card to each of those three relatives. She thought about also mailing a birthday party photo to each person, but those photos are still on her desk and are not part of tonight's mailing. 

She also has bills to send out. She needs to pay the water bill and the electric bill separately because they go to different processing centers printed on the statements. The water bill is for $38.14, due on the 12th, and the electric bill is for $61.08, due on the 15th. The return envelopes look almost identical except that the electric company envelope has a special notice printed on it and, unlike everything else she is mailing tonight, that electric bill envelope needs 2 stamps. The water bill needs the usual 1 stamp. She briefly considered paying one bill online, but she has not done that, so both bills are being mailed. 

In another pile are rebate forms from recent purchases. Last weekend she bought 4 boxes of cereal during a promotion, 2 packs of batteries, and a printer cartridge, but only some of those purchases came with mail-in rebates and she has already sorted out exactly how many rebate envelopes she needs. Valerie wants to send three more mail-in rebates than she does bills. She also has job applications to mail. At first she planned to hand-deliver some resumes, but instead she counted out complete application packets, each with a cover letter, resume, and references page clipped together. She has twice as many job applications as rebates to mail. Some applications are to bookstores, one is to a library, and another is to an office supply store, but that does not affect postage because each application packet goes in its own standard envelope and needs the usual 1 stamp. 

On her calendar, she wrote reminders for garbage day, her cousin's recital, and a dentist appointment at 9:00 a.m. next Tuesday. She also has 6 incoming letters to open, 3 magazines on the counter, and 2 coupons she might mail later for a store sweepstakes, but none of those are part of what she is about to send now. She double-checks that every piece of outgoing mail tonight needs 1 stamp except the electric bill, which needs 2. How many stamps does she need if everything needs 1 stamp except the electric bill, which needs 2?",True,True
"At a large aquarium preparing for its 10:00 a.m. public feeding show, the staff are reorganizing several habitats. The building has 12 exhibit zones, 4 backup filtration rooms, and a gift shop that sold 86 plush sea turtles last weekend. One hallway display features seahorses, another has 18 moon jelly tanks, and the tropical wing keeps water at 78 degrees while the cold-water wing stays near 52 degrees. In the middle of all this, one keeper is working only with the clownfish and blowfish population.

The aquarium holds an equal number of clownfish and blowfish altogether. Earlier in the morning, the blowfish were checked one by one because 7 had special feeding tags, 9 were due for water-quality observation, and 3 of the labels on the holding bins had to be replaced. After the check, 26 of the blowfish stay in their own tank, while the remaining blowfish swim into a nearby display tank that already has decorative coral arches, 14 shells, and 2 thermometer probes mounted on the back wall.

To make the display look balanced for visitors, an equal number of clownfish join the blowfish in the display tank. The clownfish came from a separate tank that had 5 artificial anemones, 8 hiding caves, and a posted cleaning schedule for Monday, Wednesday, and Friday. However, once the pumps are adjusted and the fish settle, a third of these clownfish swim back into their own tank. None of the seahorses, tangs, lionfish, or jellyfish are involved, even though nearby signs list 24 reef fish in one habitat, 32 freshwater fish in a classroom exhibit, and 6 rescued turtles in rehabilitation.

If the aquarium holds a combined total of 100 fish, how many clownfish are now in the display tank?",False,True
"Jeanette is practicing her juggling for the school variety show, and she keeps a very detailed notebook about it. On the first page she lists all kinds of things that do not directly affect her juggling progress: she owns 7 beanbags, 4 tennis balls, 3 rings, and 2 scarves, although she does not use all of them every week; her practice timer is set for 18 minutes on Mondays, 22 minutes on Wednesdays, and 25 minutes on Saturdays; the talent show is 9 weeks away; she practices in the gym where the ceiling is 24 feet high; and last month she dropped a ball 11 times in one session but only 6 times in another. She also notes that her friend Mara can already juggle 8 objects, her coach charges $15 per lesson, and a new set of colorful juggling balls costs $12 for a pack of 3 or $20 for a pack of 6. Jeanette even records that during one week she spent 35 minutes stretching, 40 minutes warming up, and 45 minutes cooling down across all her sessions, and that she drank 5 bottles of water one week and 7 the next.

Despite all those extra notes, Jeanette's actual improvement pattern is simple: each week she can juggle 2 more objects than the week before. She starts out juggling 3 objects. If she practices for 5 weeks, how many objects can she juggle?",True,True
"Jessa is organizing a school celebration day and has been making lists all afternoon. First she checked the kitchen inventory: there are 4 unopened bags of flour, each labeled 5 pounds, 3 partial bags with about 2 pounds each, 6 dozen paper liners, 2 extra muffin pans that hold 12 cupcakes each, and 1 large cooling rack that fits 24 at a time. She also wrote down that the bakery supply store sells frosting tubs for $7 each or 3 for $18, sprinkles in 8-ounce jars, and candles in packs of 10, even though she may not need any of those. The school office reminded her that dismissal is at 3:15, lunch starts at 11:40, and the buses line up in 2 rows of 6. In the hallway, there are 5 bulletin boards for student art, and the fourth-grade wing has 3 classrooms side by side, each with 30 students. On the other side of the gym, the P.E. teacher said the P.E. class meeting for the celebration has 50 students. Jessa briefly considered making cookies too, since a recipe card on the counter says 24 cookies need 2 cups of sugar and 1 cup of butter, while her cupcake recipe makes 18 cupcakes per batch and uses 2 eggs, 1 cup of milk, and 2 cups of flour. She has 36 eggs in the fridge, 2 gallons of milk, 9 lemons for decoration, and 14 napkin packs with 20 napkins in each. Last year she made treats for 2 third-grade classes of 28 students, and the year before that she helped with 4 fifth-grade classes of 27 students, so she wants to be careful with her count this time. If every student in the fourth-grade classes and the P.E. class is supposed to get exactly one cupcake, how many cupcakes does she need to make?",True,True
"Carrie recently started a part-time job at a neighborhood outdoor and bike shop that is open 6 days a week, from 10 a.m. to 8 p.m. on weekdays and 9 a.m. to 6 p.m. on Saturdays. During her training, she learned the store carries 42 helmets, 18 locks, 27 water bottles, and 15 different bike seat covers. The shop manager also mentioned that last month the store sold 12 mountain bikes, 9 road bikes, and 14 kids' bikes, and that employees get a 10% discount on accessories but not on full bikes. Carrie usually brings a lunch that costs her family about $3.50 to make, and on two Fridays she bought smoothies for $4 each, but she decided not to spend any of her pay because she wants to save for something specific.

Her schedule is steady: she works 35 hours each week, even though some coworkers work 20, 24, or 30 hours. She earns $8 an hour. She has now been working there for a month. In the store, she has been comparing several bikes: one costs $385 before tax, another costs $440 with a basket included, and the model she really wants is priced at $400. She wrote down a few other numbers too, like a $25 bell, a $16 bottle cage, and a $32 light set, just in case she decides to accessorize later. She has saved all of the money she earned since starting the job. How much money will she have left over after she buys her bike?",True,False
"At a restoration site for an old fortress, Stella and Twinkle are helping load a flatbed truck with stone blocks that will be taken to a repair yard. The truck itself is marked with a maximum payload corresponding to 6000 stone blocks for this particular type of block. Earlier that morning, the site manager checked 12 pallets, counted 500 blocks on each full pallet, noted that 2 pallets were only half used from the previous day, and updated a clipboard that also listed delivery times of 7:00 a.m., 9:30 a.m., and 1:15 p.m. The workers wore orange vests, 8 pairs of gloves were handed out, 3 wheelbarrows had to be moved out of the way, and a forklift with a lifting limit of 1800 kilograms sat unused because the access ramp was blocked. None of that changed the hand-loading plan.

Stella and Twinkle begin filling the truck by hand. Each person loads stone blocks at a rate of 250 blocks per hour. They keep that pace steadily for four hours, stopping only for brief water breaks that are already included in the work schedule. During those first four hours, one supervisor records 2 safety checks per hour, a supply tent sells bottled water for $2 each, and a nearby crew sorts 900 smaller bricks into stacks of 30, but Stella and Twinkle continue loading the truck at the same rate.

After the four-hour mark, 6 other people arrive from another section of the site. Those 6 additional workers also load blocks at the same rate of 250 blocks per hour per person. The expanded team keeps working until the truck reaches its capacity of 6000 stone blocks. For reference, the lunch bell rings at noon, the return trip for the truck usually takes 45 minutes, the fuel log shows 18 gallons used that week, and another truck on site can carry only 4200 blocks, but this truck is the one being filled.

How many hours did filling the truck take?",False,False
"For a quarterly board meeting, a company reserved its large conference room and had the facilities team set up 40 identical chairs in neat rows. The room itself could hold 120 people standing, had 10 windows, 4 doors, 8 ceiling lights, 2 projectors, and 6 wall outlets, and the staff spent 3 hours arranging name cards, water bottles, notepads, and microphones before the meeting began at 9:00 a.m. Each of the 40 chairs placed in the room was a wide chair designed with a seating capacity of 2 people per chair, even though some of the smaller side chairs stored along the wall could seat only 1 person each and were not part of the arranged set. The company had exactly as many board members as the seating capacity of those arranged chairs. In addition, 12 trays of pastries were delivered, each tray originally holding 15 pieces, 18 bottles of sparkling water were chilled, 24 printed agendas were left over from the previous quarter, and 3 late vendors came by the wrong entrance before the receptionist redirected them.

The chairs were arranged across 5 rows, although two rows had 8 chairs each, one row was temporarily shifted 2 feet closer to the screen, and a center aisle 3 feet wide was left open for walking. Of the 40 arranged chairs, 2/5 were not occupied during the meeting. Every one of the remaining chairs that was occupied had exactly two people sitting in it. Some attendees arrived 20 minutes early, the finance packet had 64 pages, the legal appendix had 18 pages, and the presentation deck contained 27 slides, but none of that changed the seating situation.

Calculate the number of board members who did attend the meeting.",True,True
"At a weekend comparison-shopping event, a family is trying to decide where to buy sparkling water for an upcoming neighborhood picnic. They already know they need the same brand and flavor no matter where they shop, because the party planner rejected the lemon variety, the berry variety, and the 24-can sampler pack. One store is a bulk warehouse that charges a $5 parking fee unless you spend over $100, opens at 8:30 a.m., and sells giant pallets stacked 6 cases high. At that warehouse, a case of the sparkling water they want contains 48 cans and costs $12.00 per case. The family also notices nearby signs for paper plates at $7.50 for 50, napkins at $3.25 for 100, and juice boxes at 10 for $8.00, but they are only comparing the sparkling water right now.

On the same day, the local grocery store down the street is running several beverage specials: 2-liter soda for $2.50 each, energy drinks for $3.00 apiece, and flavored seltzer in a mix-and-match display. The grocery store has the exact same sparkling water the family wants, but it only has 12 cans available, and the price for that offer is $6.00. The store closes at 9:00 p.m., has 14 checkout lanes though only 5 are open, and limits shoppers to 4 sale items in some aisles, but there is no special coupon involved for this sparkling water.

The family writes down a lot of numbers from both stores, including distances of 11 miles to the warehouse and 2 miles to the grocery store, a warehouse membership cost of $60 per year, and a picnic guest list of 36 people expecting about 2 cans each. Ignore everything except the price comparison being asked. How much more expensive, per can, in cents, is this deal at the grocery store?",False,True
